scopeid,inventarisnummer,aantal_scans
329212,12920,417
329213,12921,568
329214,12922,736
329215,12923,574
329216,12924,575
329217,12925,613
329218,12926,549
329219,12927,727
329220,12928,544
329221,12929,553
329222,12930,724
329223,12931,704
329224,12932,485
329225,12933,680
329226,12934,610
329227,12935,479
329228,12936,612
329229,12937,683
329230,12938,496
329231,12939,690
329232,12940,549
329233,12941,572
329234,12942,631
329235,12943,627
329236,12944,494
329237,12945,704
329238,12946,651
329239,12947,549
329240,12948,696
329241,12949,652
329242,12950,427
329243,12951,576
329244,12952,538
329245,12953,600
329246,12954,480
329247,12955,548
329248,12956,582
329249,12957,466
329250,12958,492
329251,12959,632
329252,12960,551
329253,12961,654
329256,12962,504
329257,12963,510
329258,12964,467
329259,12965,391
329260,12966,410
329261,12967,447
329262,12968,473
329263,12969,449
329264,12970,645
329267,12971,0
329268,12972,0
329269,12973,0
329270,12974,420
329271,12975,0
329272,12976,386
329273,12977,0
329274,12978,0
329275,12979,417
329276,12980,476
329277,12981,0
329278,12982,0
329279,12983,0
329280,12984,518
329281,12985,522
329282,12986,0
329283,12987,403
329284,12988,479
329285,12989,0
329286,12990,464
329287,12991,409
329288,12992,0
329289,12993,0
329290,12994,0
329291,12995,0
329292,12996,0
329293,12997,661
329294,12998,0
329295,12999,0
329296,13000,0
329297,13001,466
329298,13002,366
329299,13003,416
329300,13004,375
329301,13005,390
329302,13006,295
329303,13007,424
329304,13008,0
329305,13009,462
329306,13010,401
329307,13011,446
329308,13012,662
329309,13013,366
329310,13014,483
329311,13015,660
329312,13016,0
329313,13017,0
329314,13018,0
329315,13019,390
329316,13020,361
329317,13021,0
329318,13022,400
329319,13023,452
329320,13024,0
329321,13025,403
329322,13026,379
329323,13027,491
329324,13028,396
329325,13029,0
329326,13030,0
329327,13031,476
329328,13032,376
329329,13033,410
329330,13034,378
329331,13035,481
329332,13036,615
329333,13037,0
329334,13038,450
329335,13039,346
329336,13040,309
329339,13041,0
329340,13042,0
329341,13043,0
329342,13044,0
329343,13045,326
329344,13046,0
329345,13047,0
329346,13048,0
329347,13049,0
329348,13050,0
329349,13051,0
329350,13052,0
329351,13053,0
329352,13054,0
329353,13055,0
329354,13056,535
329355,13057,767
329356,13058,0
329357,13059,0
329358,13060,0
329359,13061,0
329360,13062,556
329361,13063,0
329362,13064,0
329363,13065,584
329364,13066,0
329365,13067,0
329366,13068,0
329367,13069,0
329368,13070,0
329369,13071,487
329370,13072,0
329371,13073,0
329372,13074,0
329373,13075,0
329376,13076,362
329377,13077,0
329378,13078,0
329379,13079,376
329380,13080,0
329381,13081,488
329382,13082,0
329383,13083,0
329384,13084,0
329385,13085,377
329386,13086,405
329387,13087,439
329388,13088,414
329389,13089,0
329390,13090,700
329391,13091,0
329392,13092,0
329393,13093,0
329394,13094,0
329395,13095,0
329396,13096,680
329397,13097,0
329398,13098,0
329399,13099,535
329400,13100,735
329401,13101,0
329402,13102,0
329403,13103,0
329404,13104,0
329405,13105,0
329406,13106,788
329407,13107,0
329408,13108,506
329409,13109,0
329410,13110,0
329411,13111,0
329412,13112,0
329413,13113,0
329414,13114,0
329415,13115,0
329416,13116,0
329417,13117,0
329418,13118,0
329419,13119,0
329420,13120,0
329421,13121,0
329422,13122,0
329423,13123,0
329424,13124,0
329425,13125,559
329426,13126,0
329427,13127,648
329428,13128,484
329429,13129,216
329430,13130,38
329433,13131,946
329434,13132,748
329435,13133,538
329436,13134,534
329439,13135,849
329440,13136,0
329441,13137,803
329442,13138,0
329443,13139,0
329444,13140,0
329445,13141,0
329446,13142,0
329447,13143,0
329448,13144,0
329449,13145,0
329450,13146,0
329451,13147,0
329452,13148,0
329453,13149,0
329454,13150,0
329455,13151,0
329456,13152,0
329457,13153,0
329458,13154,0
329459,13155,0
329460,13156,0
329461,13157,0
329462,13158,0
329463,13159,0
329464,13160,0
329465,13161,0
329466,13162,0
329467,13163,0
329468,13164,0
329469,13165,0
329470,13166,0
329471,13167,0
329472,13168,0
329473,13169,0
329474,13170,0
329475,13171,0
329476,13172,0
329477,13173,0
329478,13174,0
329479,13175,0
329480,13176,0
329481,13177,0
329482,13178,0
329483,13179,0
329484,13180,0
329485,13181,0
329486,13182,0
329487,13183,0
329488,13184,0
329489,13185,0
329490,13186,0
329491,13187,0
329492,13188,0
329493,13189,0
329494,13190,842
329495,13191,0
329496,13192,0
329497,13193,0
329498,13194,0
329499,13195,0
329500,13196,0
329501,13197,0
329502,13198,0
329503,13199,0
329504,13200,0
329505,13201,0
329506,13202,0
329507,13203,0
329508,13204,0
329509,13205,0
329510,13206,1058
329511,13207,0
329512,13208,0
329513,13209,0
329514,13210,0
329515,13211,0
329516,13212,0
329517,13213,0
329518,13214,0
329519,13215,0
329520,13216,0
329521,13217,0
329522,13218,0
329523,13219,0
329524,13220,0
329525,13221,0
329526,13222,0
329527,13223,0
329528,13224,0
329529,13225,0
329530,13226,0
329531,13227,0
329532,13228,0
329533,13229,0
329534,13230,0
329535,13231,0
329536,13232,0
329537,13233,0
329538,13234,0
329539,13235,0
329540,13236,0
329541,13237,0
329542,13238,0
329543,13239,0
329544,13240,0
329545,13241,1065
329546,13242,0
329547,13243,0
329548,13244,0
329549,13245,0
329550,13246,0
329551,13247,0
329552,13248,0
329553,13249,0
329554,13250,1004
329555,13251,0
329556,13252,0
329557,13253,0
329558,13254,0
329559,13255,0
329560,13256,0
329561,13257,0
329562,13258,0
329563,13259,0
329564,13260,0
329565,13261,0
329566,13262,0
329567,13263,0
329570,13264,693
329571,13265,579
329572,13266,531
329573,13267,483
329574,13268,666
329575,13269,789
329576,13270,569
329577,13271,510
329578,13272,363
329579,13273,374
329580,13274,446
329581,13275,400
329582,13276,414
329583,13277,393
329584,13278,381
329585,13279,543
329586,13280,467
329587,13281,499
329588,13282,508
329589,13283,557
329590,13284,475
329591,13285,498
329592,13286,648
329593,13287,601
329594,13288,538
329595,13289,536
329596,13290,659
329597,13291,543
329598,13292,541
329599,13293,656
329600,13294,684
329601,13295,605
329602,13296,530
329603,13297,584
329604,13298,629
329605,13299,686
329606,13300,648
329607,13301,662
329608,13302,622
329609,13303,691
329610,13304,688
329611,13305,611
329612,13306,701
329613,13307,770
329614,13308,657
329615,13309,685
329616,13310,871
329617,13311,698
329618,13312,703
329619,13313,842
329620,13314,744
329621,13315,805
329622,13316,800
329623,13317,797
329624,13318,753
329625,13319,820
329626,13320,822
329627,13321,928
329628,13322,769
329629,13323,713
329630,13324,751
329631,13325,740
329632,13326,756
329633,13327,733
329634,13328,647
329635,13329,842
329636,13330,886
329637,13331,893
329638,13332,702
329639,13333,981
329640,13334,857
329641,13335,839
329642,13336,699
329643,13337,859
329644,13338,819
329645,13339,811
329646,13340,727
329647,13341,824
329648,13342,855
329649,13343,817
329650,13344,727
329651,13345,913
329652,13346,1001
329653,13347,854
329654,13348,881
329655,13349,855
329656,13350,855
329657,13351,791
329658,13352,816
329659,13353,874
329660,13354,790
329661,13355,934
329662,13356,916
329663,13357,862
329664,13358,869
329665,13359,842
329666,13360,964
329667,13361,908
329668,13362,918
329669,13363,878
329670,13364,961
329671,13365,1132
329672,13366,953
329673,13367,920
329674,13368,894
919572,13369,964
329675,13370,898
329676,13371,900
329677,13372,861
329678,13373,889
329679,13374,987
329680,13375,903
329681,13376,992
329682,13377,1051
329683,13378,1129
329684,13379,981
329685,13380,876
329686,13381,1201
329687,13382,1158
329688,13383,1118
329689,13384,861
329690,13385,884
329691,13386,950
329692,13387,926
329693,13388,772
329694,13389,807
329695,13390,761
329696,13391,766
329697,13392,644
329698,13393,603
329699,13394,599
329700,13395,604
329701,13396,364
329702,13397,867
329703,13398,853
329704,13399,723
329705,13400,749
329706,13401,856
329707,13402,781
329708,13403,870
329709,13404,774
329710,13405,691
329711,13406,815
329712,13407,875
329713,13408,789
329714,13409,798
329715,13410,713
329716,13411,782
329717,13412,604
329718,13413,701
329719,13414,613
329720,13415,606
329721,13416,542
329722,13417,671
329723,13418,610
329724,13419,541
329725,13420,645
329726,13421,626
329729,13422,657
329730,13423,766
329731,13424,412
329732,13425,452
329733,13426,416
329734,13427,409
329735,13428,470
329736,13429,469
329737,13430,522
329738,13431,334
329739,13432,385
329740,13433,620
329741,13434,598
329742,13435,625
329743,13436,625
329744,13437,689
329745,13438,694
329746,13439,719
329747,13440,694
329748,13441,505
329749,13442,526
329750,13443,865
329751,13444,678
329752,13445,530
329753,13446,570
329754,13447,605
329755,13448,574
329756,13449,545
329757,13450,555
329758,13451,573
329759,13452,568
329760,13453,515
329761,13454,581
329762,13455,598
329763,13456,613
329764,13457,634
329765,13458,564
329766,13459,550
329767,13460,598
329768,13461,627
329769,13462,660
329770,13463,696
329771,13464,735
329772,13465,719
329773,13466,581
329774,13467,617
329775,13468,596
329776,13469,596
329777,13470,710
329778,13471,608
329779,13472,531
329780,13473,485
329781,13474,552
329782,13475,505
329783,13476,587
329784,13477,642
329785,13478,721
329786,13479,721
329787,13480,709
329788,13481,750
329789,13482,582
329790,13483,543
329791,13484,719
329792,13485,724
329793,13486,730
329794,13487,598
329795,13488,633
329796,13489,698
329797,13490,698
329798,13491,620
329799,13492,701
329800,13493,617
329801,13494,674
329802,13495,632
329803,13496,721
329804,13497,825
329805,13498,770
329806,13499,692
329807,13500,704
329808,13501,594
329809,13502,525
329810,13503,487
329811,13504,643
329812,13505,539
329813,13506,573
329814,13507,577
329815,13508,440
329816,13509,0
329817,13510,0
329818,13511,549
329819,13512,0
329820,13513,387
329821,13514,406
329822,13515,256
329823,13516,0
329824,13517,267
329825,13518,0
329826,13519,0
329827,13520,0
329828,13521,0
329829,13522,0
329830,13523,0
329831,13524,194
329832,13525,0
329833,13526,0
329834,13527,244
329835,13528,0
329836,13529,0
329837,13530,0
329838,13531,0
329839,13532,262
329840,13533,0
329841,13534,0
329842,13535,0
329843,13536,0
329844,13537,170
329845,13538,0
329846,13539,32
329850,13540,431
329851,13541,482
329852,13542,576
329853,13543,664
329854,13544,436
329855,13545,302
329856,13546,507
329857,13547,542
329858,13548,391
329859,13549,584
329860,13550,767
329861,13551,636
329862,13552,363
329863,13553,380
329864,13554,492
329865,13555,552
329866,13556,533
329867,13557,575
329868,13558,498
329869,13559,388
329870,13560,515
329871,13561,762
329872,13562,686
329873,13563,485
329874,13564,561
329875,13565,447
329876,13566,544
329877,13567,878
329878,13568,670
329879,13569,633
329880,13570,476
329881,13571,449
329882,13572,465
329883,13573,609
329884,13574,653
329885,13575,615
329886,13576,475
329887,13577,545
329888,13578,719
329889,13579,1017
329890,13580,802
329891,13581,779
329892,13582,544
329893,13583,595
329894,13584,738
329895,13585,464
329896,13586,582
329897,13587,543
329898,13588,471
329899,13589,373
329900,13590,501
329901,13591,435
329902,13592,339
329903,13593,345
329904,13594,0
329905,13595,0
329906,13596,0
329907,13597,0
329908,13598,0
329909,13599,0
329910,13600,0
329911,13601,397
329912,13602,0
329913,13603,0
329914,13604,0
329915,13605,370
329916,13606,0
329917,13607,255
329918,13608,0
329919,13609,0
329920,13610,0
329921,13611,494
329922,13612,0
329923,13613,0
329924,13614,0
329925,13615,0
329926,13616,364
329927,13617,484
329928,13618,0
329929,13619,0
329930,13620,0
329931,13621,0
329932,13622,0
329933,13623,0
329934,13624,0
329935,13625,0
329936,13626,0
329937,13627,0
329938,13628,0
329939,13629,381
329940,13630,0
329941,13631,0
329942,13632,333
329943,13633,473
329944,13634,0
329945,13635,721
329946,13636,571
329947,13637,313
329948,13638,374
329949,13639,332
329950,13640,316
329951,13641,374
329952,13642,288
329953,13643,312
329954,13644,318
329955,13645,0
329956,13646,568
329957,13647,471
329958,13648,458
329959,13649,379
329960,13650,416
329961,13651,493
329962,13652,340
329963,13653,429
329964,13654,418
329965,13655,452
329966,13656,399
329967,13657,409
329968,13658,561
329969,13659,755
329970,13660,764
329971,13661,615
329972,13662,407
329973,13663,539
329974,13664,440
329975,13665,451
329976,13666,443
329977,13667,419
329978,13668,399
329979,13669,560
329980,13670,548
329981,13671,0
329982,13672,0
329983,13673,588
329984,13674,539
329985,13675,622
329986,13676,0
329987,13677,507
329988,13678,343
329989,13679,0
329990,13680,605
329991,13681,0
329992,13682,0
329993,13683,0
329994,13684,742
329995,13685,0
329996,13686,0
329997,13687,550
329998,13688,456
329999,13689,454
330000,13690,467
330001,13691,401
330002,13692,494
330003,13693,0
330004,13694,0
330005,13695,0
330006,13696,555
330007,13697,0
330008,13698,0
330009,13699,0
330010,13700,0
330011,13701,959
330012,13702,0
330013,13703,0
330014,13704,0
330015,13705,528
330016,13706,703
330017,13707,0
330018,13708,0
330019,13709,0
330020,13710,0
330021,13711,0
330022,13712,0
330023,13713,398
330024,13714,351
330025,13715,428
330026,13716,0
330027,13717,0
330028,13718,588
330029,13719,0
330030,13720,0
330031,13721,0
330032,13722,657
330033,13723,0
330034,13724,0
330035,13725,405
330036,13726,344
330037,13727,384
330038,13728,0
330039,13729,0
330040,13730,0
330041,13731,0
330042,13732,0
330043,13733,0
330044,13734,0
330045,13735,0
330046,13736,0
330047,13737,372
330048,13738,0
330049,13739,0
330050,13740,0
330051,13741,0
330052,13742,0
330053,13743,0
330054,13744,0
330055,13745,0
330056,13746,0
330057,13747,0
330058,13748,0
330059,13749,401
330060,13750,0
330061,13751,388
330062,13752,0
330063,13753,571
330064,13754,753
330065,13755,0
330066,13756,0
330067,13757,627
330068,13758,0
330069,13759,554
330070,13760,0
330071,13761,351
330072,13762,0
330073,13763,0
330074,13764,0
330075,13765,0
330076,13766,0
330077,13767,0
330078,13768,634
330079,13769,0
330080,13770,481
330081,13771,532
330082,13772,512
330083,13773,453
330084,13774,0
330085,13775,0
330086,13776,0
330087,13777,0
330088,13778,0
330089,13779,0
330090,13780,0
330091,13781,0
330092,13782,0
330093,13783,0
330094,13784,0
330095,13785,356
330096,13786,0
330097,13787,0
330098,13788,0
330099,13789,391
330100,13790,477
330101,13791,567
330102,13792,0
330103,13793,492
330104,13794,0
330105,13795,0
330106,13796,0
330107,13797,514
330108,13798,419
330109,13799,367
330110,13800,0
330111,13801,0
330112,13802,378
330113,13803,0
330114,13804,0
330115,13805,0
330116,13806,0
330117,13807,0
330118,13808,0
330119,13809,0
330120,13810,0
330121,13811,335
330122,13812,0
330123,13813,0
330124,13814,0
330125,13815,0
330126,13816,0
330127,13817,386
330128,13818,0
330129,13819,0
330130,13820,0
330131,13821,357
330132,13822,0
330133,13823,0
330134,13824,0
330135,13825,0
330136,13826,0
330137,13827,0
330138,13828,0
330139,13829,428
330140,13830,0
330141,13831,0
330142,13832,363
330143,13833,307
330144,13834,0
330145,13835,0
330146,13836,0
330147,13837,0
330148,13838,0
330149,13839,0
330150,13840,474
330151,13841,0
330152,13842,0
330153,13843,0
330154,13844,0
330155,13845,351
330156,13846,0
330157,13847,0
330158,13848,0
330159,13849,0
330160,13850,0
330161,13851,0
330162,13852,0
330163,13853,0
330164,13854,510
330165,13855,0
330166,13856,0
330167,13857,292
330168,13858,270
330169,13859,0
330170,13860,0
330171,13861,0
330172,13862,0
330173,13863,0
330174,13864,590
330175,13865,0
330176,13866,375
330177,13867,402
330178,13868,0
330179,13869,290
330180,13870,0
330181,13871,0
330182,13872,0
330183,13873,0
330184,13874,0
330185,13875,0
330186,13876,551
330187,13877,259
57933979,13877A,0
330190,13878,450
330191,13879,507
330192,13880,602
330193,13881,820
330194,13882,411
330195,13883,713
330196,13884,484
330197,13885,466
330198,13886,719
330199,13887,804
330200,13888,746
330201,13889,868
330202,13890,849
330203,13891,800
330204,13892,477
330205,13893,498
330206,13894,857
330207,13895,786
330208,13896,786
330209,13897,583
330210,13898,416
330211,13899,609
330212,13900,546
330213,13901,514
330214,13902,420
330215,13903,526
330216,13904,400
330217,13905,440
330218,13906,556
330219,13907,435
330220,13908,520
330221,13909,478
330222,13910,566
330223,13911,752
330224,13912,379
330225,13913,539
330226,13914,446
330227,13915,540
330228,13916,471
330229,13917,577
330230,13918,457
330231,13919,648
330232,13920,619
330233,13921,499
330234,13922,813
330235,13923,795
330236,13924,667
330237,13925,642
330238,13926,565
330239,13927,512
330240,13928,639
330241,13929,814
330242,13930,704
330243,13931,514
330244,13932,511
330245,13933,506
330246,13934,529
330247,13935,597
330248,13936,335
330249,13937,471
330250,13938,495
330253,13939,562
330254,13940,543
330255,13941,0
330256,13942,824
330257,13943,821
330258,13944,0
330259,13945,1083
330260,13946,1019
330261,13947,0
330262,13948,913
330263,13949,1020
330264,13950,0
330265,13951,0
330266,13952,0
330269,13953,262
330270,13954,240
330271,13955,391
330272,13956,586
330273,13957,260
330274,13958,630
330275,13959,385
330276,13960,559
330277,13961,498
330278,13962,501
330279,13963,576
330280,13964,639
330281,13965,377
330282,13966,532
330283,13967,535
330284,13968,472
330285,13969,701
330286,13970,371
330287,13971,475
330288,13972,627
330289,13973,375
330290,13974,470
330291,13975,563
330292,13976,587
330293,13977,499
330294,13978,523
330295,13979,581
330296,13980,520
330297,13981,402
330298,13982,472
330299,13983,435
330300,13984,580
330301,13985,654
330302,13986,651
330303,13987,347
330304,13988,511
330305,13989,498
330306,13990,612
330307,13991,575
330308,13992,513
330309,13993,487
330310,13994,356
330311,13995,649
330312,13996,514
330313,13997,523
330314,13998,298
330315,13999,387
330316,14000,428
330317,14001,471
330318,14002,584
330319,14003,572
330320,14004,112
330321,14005,86
57933977,14005A,0
330324,14006,432
330325,14007,375
330326,14008,365
330327,14009,330
330328,14010,365
330329,14011,366
330330,14012,350
330331,14013,451
330332,14014,424
330333,14015,564
330334,14016,426
330335,14017,536
330336,14018,536
330337,14019,497
330338,14020,304
330339,14021,230
330340,14022,324
330341,14023,242
330342,14024,301
330343,14025,247
330344,14026,297
330345,14027,257
330346,14028,233
330347,14029,320
330348,14030,272
330349,14031,266
330350,14032,312
330351,14033,309
330352,14034,208
330353,14035,220
330354,14036,178
330355,14037,244
330356,14038,357
330357,14039,0
330358,14040,186
330359,14041,208
330360,14042,215
330361,14043,159
330362,14044,137
330363,14045,124
330364,14046,96
330365,14047,141
330366,14048,195
330367,14049,346
330368,14050,280
330369,14051,526
330370,14052,354
330371,14053,372
330372,14054,328
330373,14055,358
330374,14056,276
330375,14057,249
330376,14058,132
330377,14059,191
330378,14060,146
330379,14061,107
330380,14062,75
330383,14063,303
330384,14064,650
330385,14065,428
330386,14066,432
330387,14067,473
330388,14068,586
330389,14069,545
330390,14070,651
330391,14071,576
330392,14072,640
330393,14073,570
330394,14074,599
330395,14075,590
330396,14076,453
330397,14077,434
330398,14078,556
330399,14079,557
330400,14080,513
330401,14081,601
330402,14082,424
330403,14083,477
330404,14084,343
330405,14085,555
330406,14086,476
330407,14087,486
330408,14088,605
330409,14089,494
330410,14090,531
330411,14091,551
330412,14092,530
330413,14093,475
330414,14094,416
330415,14095,309
330416,14096,421
330417,14097,400
330418,14098,357
330419,14099,323
330420,14100,272
330421,14101,288
330422,14102,299
330423,14103,256
330424,14104,380
330425,14105,346
330426,14106,293
330427,14107,269
330428,14108,444
330429,14109,379
330430,14110,296
330431,14111,359
330432,14112,364
330433,14113,401
330434,14114,302
330435,14115,322
330436,14116,728
330437,14117,589
330438,14118,588
330439,14119,318
330440,14120,316
330443,14121,0
330444,14122,676
330445,14123,1009
330446,14124,0
330447,14125,0
330448,14126,1041
330449,14127,0
330450,14128,0
330451,14129,0
330452,14130,0
330453,14131,0
330454,14132,0
330455,14133,0
330456,14134,0
330457,14135,856
330458,14136,0
330459,14137,1140
330460,14138,888
330461,14139,0
330462,14140,1029
330463,14141,0
330464,14142,0
330465,14143,0
330466,14144,0
330467,14145,0
330468,14146,0
330469,14147,0
330470,14148,0
330471,14149,0
330472,14150,0
330473,14151,0
330474,14152,860
330475,14153,0
330476,14154,0
330477,14155,0
330478,14156,0
330479,14157,0
330480,14158,0
330481,14159,0
330482,14160,0
330483,14161,0
330484,14162,1070
330485,14163,993
330486,14164,0
330487,14165,0
330488,14166,0
330489,14167,0
330490,14168,0
330491,14169,0
330492,14170,0
330493,14171,0
330494,14172,0
330495,14173,0
330496,14174,0
330497,14175,0
330498,14176,0
330499,14177,0
330500,14178,1180
330501,14179,0
330502,14180,0
330503,14181,0
330504,14182,1248
330505,14183,0
330506,14184,0
330507,14185,0
330508,14186,0
330509,14187,0
330510,14188,1308
330511,14189,0
330512,14190,0
330513,14191,0
330514,14192,1240
330515,14193,1105
330516,14194,719
330517,14195,984
330518,14196,1079
330519,14197,0
330520,14198,0
330521,14199,0
330522,14200,1074
330523,14201,0
330524,14202,1052
330525,14203,819
330526,14204,0
330527,14205,0
330528,14206,0
330529,14207,0
330530,14208,932
330531,14209,847
330532,14210,0
330533,14211,0
330534,14212,0
330535,14213,916
330536,14214,0
330537,14215,1062
330538,14216,0
330539,14217,0
330540,14218,0
330541,14219,1113
330542,14220,0
330543,14221,0
330544,14222,0
330545,14223,0
330546,14224,0
330547,14225,0
330548,14226,0
330549,14227,0
330550,14228,0
330551,14229,1057
330552,14230,0
330553,14231,0
330554,14232,0
330555,14233,0
330556,14234,953
330557,14235,0
330558,14236,0
330559,14237,0
330560,14238,509
330561,14239,0
330562,14240,547
330565,14241,139
330566,14242,0
330567,14243,0
330568,14244,429
330569,14245,437
330570,14246,0
330571,14247,360
330572,14248,0
330573,14249,462
330574,14250,0
330575,14251,0
330576,14252,0
330577,14253,0
330578,14254,0
330581,14255,545
330582,14256,708
330583,14257,686
330584,14258,704
330585,14259,634
330586,14260,627
330587,14261,544
330588,14262,325
330589,14263,677
330590,14264,463
330591,14265,567
330592,14266,483
330593,14267,490
330594,14268,698
330595,14269,912
330596,14270,701
330597,14271,795
330598,14272,513
330599,14273,505
330600,14274,754
330601,14275,218
330602,14276,246
330605,14277,360
330606,14278,417
330607,14279,460
330608,14280,409
330609,14281,465
330610,14282,542
330611,14283,542
330612,14284,407
330613,14285,580
330616,14286,545
330617,14287,469
330618,14288,405
330619,14289,266
330622,14290,664
330623,14291,374
330624,14292,463
330625,14293,522
330626,14294,719
330627,14295,652
330628,14296,699
330629,14297,667
330630,14298,562
330631,14299,583
330632,14300,519
330633,14301,519
330634,14302,619
330635,14303,691
330636,14304,506
330637,14305,723
330638,14306,620
330639,14307,690
330640,14308,798
330641,14309,814
330642,14310,690
330643,14311,727
330644,14312,609
330645,14313,672
330646,14314,680
330647,14315,731
330648,14316,629
330649,14317,736
330650,14318,780
330651,14319,667
330652,14320,665
330653,14321,687
330654,14322,748
330655,14323,752
330656,14324,1000
330657,14325,884
330658,14326,885
330659,14327,958
330660,14328,984
330661,14329,895
330662,14330,764
330663,14331,760
330664,14332,722
330665,14333,668
330666,14334,694
330667,14335,928
330668,14336,987
330669,14337,735
330670,14338,839
330671,14339,771
330672,14340,712
330673,14341,863
330674,14342,699
330675,14343,620
330676,14344,675
330677,14345,695
330678,14346,665
330679,14347,688
330680,14348,721
330681,14349,536
330682,14350,734
330683,14351,681
330684,14352,627
330685,14353,720
330686,14354,584
330687,14355,567
330688,14356,635
330689,14357,725
330690,14358,577
330691,14359,547
330692,14360,684
330693,14361,516
330694,14362,707
330695,14363,816
330696,14364,634
330697,14365,532
330698,14366,621
330699,14367,562
330700,14368,557
330701,14369,482
330702,14370,589
330703,14371,536
330704,14372,561
330705,14373,575
330706,14374,533
330707,14375,690
330708,14376,539
330709,14377,433
330710,14378,525
330711,14379,326
330712,14380,185
330715,14381,0
330716,14382,0
330717,14383,0
330718,14384,0
330719,14385,0
330720,14386,0
330721,14387,0
330722,14388,0
330723,14389,0
330724,14390,0
330725,14391,0
330726,14392,0
330727,14393,0
330728,14394,0
330729,14395,0
330730,14396,0
330731,14397,0
330732,14398,666
330733,14399,0
330734,14400,0
330735,14401,572
330736,14402,0
330737,14403,0
330738,14404,0
330739,14405,0
330740,14406,0
330741,14407,0
330742,14408,0
330743,14409,0
330744,14410,0
330745,14411,0
330746,14412,770
330747,14413,0
330748,14414,352
330749,14415,565
330750,14416,0
330751,14417,0
330752,14418,0
330753,14419,0
330754,14420,0
330755,14421,0
330756,14422,0
330757,14423,0
57934092,14423A,0
330760,14424,583
330761,14425,300
330762,14426,562
330763,14427,521
330764,14428,716
330765,14429,902
330766,14430,483
330767,14431,418
330768,14432,400
330769,14433,357
330770,14434,513
330771,14435,581
330772,14436,518
330773,14437,708
330774,14438,746
330775,14439,489
330776,14440,462
330777,14441,415
330778,14442,588
330779,14443,761
330780,14444,609
330781,14445,477
330782,14446,517
330783,14447,503
330784,14448,379
330785,14449,632
330786,14450,377
330787,14451,398
330788,14452,572
330789,14453,305
330790,14454,477
330791,14455,320
330792,14456,518
330793,14457,431
330794,14458,434
330795,14459,380
330796,14460,374
330797,14461,443
330798,14462,400
330799,14463,282
330800,14464,525
330801,14465,644
330802,14466,491
330803,14467,339
330804,14468,557
330805,14469,494
330806,14470,413
330807,14471,431
330808,14472,290
330809,14473,480
330810,14474,554
330811,14475,475
330812,14476,363
330813,14477,464
330814,14478,874
330815,14479,536
330816,14480,541
330817,14481,964
330818,14482,510
330819,14483,732
330820,14484,755
330821,14485,780
330822,14486,864
330823,14487,579
330824,14488,562
330825,14489,668
330826,14490,615
330827,14491,838
330828,14492,472
330829,14493,933
330830,14494,623
330831,14495,632
330832,14496,639
330833,14497,594
330834,14498,569
330835,14499,457
330836,14500,639
330837,14501,645
330838,14502,688
330839,14503,632
330840,14504,578
330841,14505,603
330842,14506,690
330843,14507,665
330844,14508,738
330845,14509,606
330846,14510,573
330847,14511,497
330848,14512,512
330849,14513,681
330850,14514,685
330851,14515,521
330852,14516,382
330853,14517,420
330854,14518,537
330855,14519,575
330856,14520,369
330858,14521,361
330861,14522,431
330862,14523,386
330863,14524,397
330864,14525,580
330865,14526,0
330866,14527,339
330867,14528,316
330868,14529,283
330869,14530,298
330870,14531,276
330871,14532,0
330872,14533,335
330873,14534,410
330874,14535,0
330875,14536,439
330876,14537,434
330877,14538,488
330878,14539,0
330879,14540,352
330880,14541,335
330881,14542,303
330882,14543,0
330883,14544,294
330884,14545,386
330885,14546,0
330886,14547,312
330887,14548,0
330888,14549,0
330889,14550,325
330890,14551,0
330891,14552,352
330892,14553,0
330893,14554,0
330894,14555,0
330895,14556,0
330896,14557,0
330897,14558,0
330898,14559,0
330899,14560,0
330900,14561,0
330901,14562,0
330902,14563,0
330903,14564,0
330904,14565,319
330905,14566,301
330906,14567,503
330907,14568,0
330908,14569,0
330909,14570,0
330910,14571,0
330911,14572,359
330912,14573,443
330913,14574,437
330914,14575,0
330915,14576,0
330916,14577,0
330917,14578,0
330918,14579,0
330919,14580,0
330920,14581,0
330921,14582,0
330922,14583,0
330923,14584,0
330924,14585,347
330925,14586,0
330926,14587,0
330927,14588,0
330928,14589,0
330929,14590,0
330930,14591,0
330931,14592,0
330932,14593,225
330933,14594,0
330934,14595,0
330935,14596,0
330936,14597,0
330937,14598,33
57933959,14598A,0
330940,14599,662
330941,14600,716
330942,14601,716
330943,14602,791
330944,14603,463
330945,14604,492
330946,14605,411
330947,14606,388
330948,14607,738
330949,14608,401
330950,14609,492
330951,14610,363
330952,14611,433
330953,14612,474
330954,14613,920
330955,14614,607
330956,14615,824
330957,14616,758
330958,14617,614
330959,14618,467
330960,14619,641
330961,14620,469
330962,14621,570
330963,14622,629
330964,14623,466
330965,14624,500
330966,14625,552
330967,14626,547
330968,14627,483
330969,14628,551
330970,14629,392
330971,14630,585
330972,14631,478
330973,14632,463
330974,14633,442
330975,14634,705
330976,14635,527
330977,14636,604
330978,14637,718
330979,14638,605
330980,14639,512
330981,14640,525
330982,14641,527
330983,14642,583
330984,14643,667
330985,14644,586
330986,14645,627
330987,14646,652
330988,14647,519
330989,14648,583
330990,14649,616
330991,14650,431
330992,14651,596
330993,14652,721
330994,14653,498
330995,14654,677
330996,14655,594
330997,14656,498
330998,14657,528
