scopeid,inventarisnummer,aantal_scans
338738,21990,0
338739,21991,0
338740,21992,448
338741,21993,0
338742,21994,0
338743,21995,0
338744,21996,0
338745,21997,418
338746,21998,0
338747,21999,0
338748,22000,0
338749,22001,0
338750,22002,0
338751,22003,0
338752,22004,0
338753,22005,0
338754,22006,0
338755,22007,0
338756,22008,0
338757,22009,656
338758,22010,0
338759,22011,0
338760,22012,0
338761,22013,0
338762,22014,0
338763,22015,0
338764,22016,0
338765,22017,0
338766,22018,602
338767,22019,0
338768,22020,0
338769,22021,0
338770,22022,0
338771,22023,0
338772,22024,0
338773,22025,0
338774,22026,512
338775,22027,0
338776,22028,0
338777,22029,0
338778,22030,0
338779,22031,0
338780,22032,0
338781,22033,0
338782,22034,0
338783,22035,0
338784,22036,0
338785,22037,0
338786,22038,0
338787,22039,0
338788,22040,441
338789,22041,0
338790,22042,0
338791,22043,0
338792,22044,542
338793,22045,628
338794,22046,0
338795,22047,0
338796,22047A,0
338797,22048,60
338801,22049,668
338802,22050,478
338803,22051,582
338804,22052,757
338805,22053,535
338806,22054,801
338807,22055,521
338808,22056,514
338809,22057,500
919878,22058,598
338810,22059,828
338811,22060,637
338812,22061,606
338813,22062,593
338814,22063,523
338815,22064,607
338816,22065,550
338817,22066,555
338818,22067,545
338819,22068,668
338820,22069,637
338821,22070,639
338822,22071,657
338823,22072,724
338824,22073,701
338825,22074,854
338826,22075,641
338827,22076,860
338828,22077,798
338829,22078,548
338830,22079,777
338831,22080,667
338832,22081,230
338833,22082,414
338836,22083,0
338837,22084,0
338838,22085,0
338839,22086,0
338840,22087,0
338841,22088,0
338842,22089,0
338843,22090,293
338844,22091,0
338845,22092,0
338846,22093,0
338847,22094,0
338848,22095,0
338849,22096,466
338850,22097,0
338851,22098,0
338852,22099,0
338853,22100,397
338854,22101,0
338855,22102,0
338856,22103,0
338857,22104,0
338858,22105,0
338859,22106,0
338860,22107,0
338861,22108,0
338862,22109,0
338863,22110,0
338864,22111,0
338865,22112,0
338866,22113,0
338867,22114,0
338868,22115,0
338869,22116,0
338870,22117,0
338871,22118,0
338872,22119,0
338873,22120,0
338874,22121,0
338875,22122,0
338876,22123,373
338877,22124,0
338878,22125,0
338879,22126,0
338880,22127,0
338881,22128,0
338882,22129,0
338883,22130,0
338884,22131,0
338885,22132,0
338886,22133,0
338887,22134,0
338888,22135,0
338889,22136,403
338890,22137,0
338891,22138,0
338892,22139,0
338893,22140,0
338894,22141,0
338895,22142,0
338896,22143,0
338897,22144,0
338898,22145,0
338899,22146,0
338900,22147,0
338901,22148,0
338902,22149,0
338903,22150,437
338904,22151,0
338905,22152,0
338906,22153,0
338907,22154,0
338908,22155,0
338909,22156,0
338910,22157,0
338911,22158,0
338912,22159,0
338913,22160,414
338914,22161,0
338915,22162,0
338916,22163,0
338917,22164,0
338918,22165,0
338919,22166,0
338920,22167,0
338921,22168,0
338922,22169,0
338923,22170,0
338924,22171,0
338925,22172,0
338926,22173,0
338927,22174,0
338928,22175,0
338929,22176,0
338930,22177,0
338931,22178,0
338932,22179,0
338933,22180,0
338934,22181,0
338935,22182,0
338936,22183,0
338937,22184,0
338938,22185,0
338939,22186,0
338940,22187,0
338941,22188,0
338942,22189,0
338943,22190,0
338944,22191,0
338945,22192,0
338946,22193,0
338947,22194,0
338948,22195,0
338949,22196,0
338950,22197,0
338951,22198,0
338952,22199,0
338953,22200,0
919879,22201,0
338954,22202,0
338955,22203,0
338956,22204,0
338957,22205,0
338958,22206,0
338959,22207,0
338960,22208,0
338961,22209,0
338962,22210,0
338963,22211,0
338964,22212,0
338965,22213,0
338966,22214,0
338967,22215,404
338968,22216,0
338969,22217,0
338970,22218,0
338971,22219,0
338972,22220,0
338973,22221,0
338974,22222,402
338975,22223,422
338976,22224,0
338977,22225,0
338978,22226,0
338979,22227,0
338980,22228,0
338981,22229,0
338982,22230,0
338983,22231,0
338984,22232,0
338985,22233,0
338986,22234,0
338987,22235,0
338988,22236,0
338989,22237,0
338990,22238,0
338991,22239,0
338992,22240,0
338993,22241,0
338994,22242,0
338995,22243,0
338996,22244,0
338997,22245,0
338998,22246,374
338999,22247,0
339000,22248,0
339001,22249,0
339002,22250,0
339003,22251,0
339004,22252,0
339005,22253,0
339006,22254,0
339007,22255,0
339008,22256,0
919880,22257,0
339009,22258,0
339010,22259,0
339011,22260,0
339012,22261,0
339013,22262,0
339014,22263,0
339015,22264,0
339016,22265,0
339017,22266,0
339018,22267,0
339019,22268,0
339020,22269,0
339021,22270,0
339022,22271,0
339023,22272,0
339024,22273,0
339025,22274,0
339026,22275,357
339027,22276,0
339028,22277,0
339029,22278,0
339030,22279,342
339031,22280,0
339032,22281,347
339033,22282,0
339034,22283,0
339035,22284,0
339036,22285,0
339037,22286,0
339038,22287,0
339039,22288,0
339040,22289,0
339041,22290,0
339042,22291,0
339043,22292,0
339044,22293,0
339045,22294,0
339046,22295,0
339047,22296,0
339048,22297,0
339049,22298,0
339050,22299,0
339051,22300,0
339052,22301,0
339053,22302,0
339054,22303,320
339055,22304,0
339056,22305,344
339057,22306,0
339058,22307,0
339059,22308,0
339060,22309,0
339061,22310,0
339062,22311,0
339063,22312,0
339064,22313,0
339065,22314,0
339066,22315,0
339067,22316,0
339068,22317,0
339069,22318,0
339070,22319,0
339071,22320,0
339072,22321,0
339073,22322,0
339074,22323,0
339075,22324,0
339076,22325,0
339077,22326,0
339078,22327,0
339079,22328,0
339080,22329,0
339081,22330,0
339082,22331,0
339083,22332,0
339084,22333,0
339085,22334,0
339086,22335,0
339087,22336,0
339088,22337,0
339089,22338,0
339090,22339,0
339091,22340,0
339093,22341,256
339094,22342,278
339095,22343,240
339096,22344,0
339097,22345,0
339098,22346,451
339099,22347,0
339102,22348,504
339103,22349,710
339104,22350,622
339105,22351,34
339108,22352,377
339109,22353,562
339110,22354,637
339111,22355,661
339112,22356,498
339113,22357,547
339114,22358,493
339115,22359,584
339116,22360,616
339117,22361,544
339118,22362,506
339119,22363,616
339120,22364,756
339121,22365,612
339122,22366,806
339123,22367,699
339124,22368,592
339125,22369,689
339126,22370,561
339127,22371,649
339128,22372,527
339129,22373,624
339130,22374,594
339131,22375,449
339132,22376,663
339133,22377,703
339134,22378,647
339135,22379,546
339136,22380,500
339137,22381,559
339138,22382,546
339139,22383,538
339140,22384,501
339141,22385,507
339142,22386,449
339143,22387,147
339144,22388,152
339147,22389,700
339148,22390,394
339149,22391,677
339150,22392,684
339151,22393,644
339152,22394,494
339153,22395,543
339154,22396,469
339155,22397,364
339156,22398,387
339157,22399,582
339158,22400,516
339159,22401,248
339160,22402,545
339161,22403,583
339162,22404,455
339163,22405,345
339164,22406,399
339165,22407,406
339166,22408,380
339167,22409,391
339168,22410,367
339169,22411,291
339170,22412,411
339171,22413,360
339172,22414,612
339173,22415,378
339174,22416,474
339175,22417,491
339176,22418,524
339177,22419,459
339178,22420,369
339179,22421,755
339180,22422,462
339181,22423,445
339182,22424,378
339183,22425,474
339184,22426,178
339185,22427,364
339188,22428,641
339189,22429,679
339190,22430,482
339191,22431,392
339192,22432,549
339193,22433,565
339194,22434,356
339195,22435,661
339196,22436,576
339197,22437,447
339198,22438,522
339199,22439,160
339202,22440,383
339203,22441,595
339204,22442,847
339205,22443,563
339206,22444,519
339207,22445,768
339208,22446,592
339209,22447,615
339210,22448,657
339211,22449,513
339212,22450,606
339213,22451,534
339214,22452,669
339215,22453,568
339216,22454,473
339217,22455,558
339219,22456,174
339222,22457,390
339223,22458,507
339224,22459,361
339225,22460,814
339226,22461,697
339227,22462,664
339228,22463,743
339229,22464,685
339230,22465,672
339231,22466,727
339232,22467,669
339233,22468,462
339234,22469,617
339235,22470,756
339236,22471,700
339237,22472,684
339238,22473,676
339239,22474,566
339240,22475,495
339241,22476,592
339242,22477,428
339243,22478,527
339244,22479,564
339245,22480,528
339246,22481,350
339247,22482,582
339248,22483,304
339249,22484,476
339250,22485,427
339251,22486,654
339252,22487,554
339253,22488,413
339254,22489,357
339255,22490,454
339256,22491,419
339257,22492,536
339258,22493,555
339259,22494,471
339260,22495,439
339261,22496,502
339262,22497,682
339263,22498,512
339264,22499,596
339265,22500,464
339266,22501,310
339267,22502,492
339268,22503,449
339269,22504,554
339270,22505,619
339271,22506,637
339272,22507,481
339273,22508,613
339274,22509,617
339275,22510,632
339276,22511,569
339277,22512,499
339278,22513,826
339279,22514,395
339280,22515,508
339281,22516,390
339282,22517,428
339283,22518,555
339284,22519,443
339285,22520,576
339286,22521,380
339289,22522,497
339290,22523,646
339291,22524,572
339292,22525,608
339293,22526,397
339294,22527,438
339295,22528,484
339296,22529,412
339297,22530,607
339298,22531,455
339299,22532,610
339300,22533,659
339301,22534,501
339302,22535,524
339303,22536,499
339304,22537,499
339305,22538,478
339306,22539,364
339307,22540,493
339308,22541,392
339309,22542,327
339310,22543,390
339311,22544,426
339312,22545,486
339313,22546,533
339314,22547,490
339315,22548,329
339316,22549,427
339317,22550,458
339318,22551,691
339319,22552,319
339320,22553,421
339321,22554,394
339322,22555,460
339323,22556,661
339324,22557,383
339325,22558,476
339326,22559,558
339327,22560,488
339328,22561,518
339329,22562,388
339330,22563,281
339331,22564,474
339332,22565,374
339333,22566,522
339334,22567,572
339335,22568,648
339336,22569,447
339337,22570,376
339338,22571,547
339339,22572,640
339340,22573,527
339341,22574,490
339342,22575,466
339348,22576,194
339351,22577,779
339352,22578,498
339353,22579,480
339354,22580,584
339355,22581,651
339356,22582,530
339357,22583,552
339358,22584,586
339359,22585,762
339360,22586,637
339361,22587,546
339362,22588,384
339363,22589,382
339364,22590,320
339365,22591,526
339366,22592,457
339367,22593,637
339368,22594,709
339369,22595,578
339370,22596,479
339371,22597,163
339374,22598,575
339375,22599,376
339376,22600,548
339377,22601,423
339378,22602,612
339379,22603,477
339380,22604,670
339381,22605,556
339382,22606,569
339383,22607,393
339384,22608,390
339385,22609,365
339386,22610,377
339387,22611,79
339390,22612,414
339391,22613,608
339392,22614,473
339393,22615,648
339394,22616,696
339395,22617,618
339396,22618,623
339397,22619,511
339398,22620,728
339399,22621,768
339400,22622,450
339401,22623,155
339404,22624,598
339405,22625,391
339406,22626,526
339407,22627,601
339408,22628,414
339409,22629,631
339410,22630,544
339411,22631,492
339412,22632,588
339415,22633,372
339416,22634,490
339417,22635,433
339418,22636,442
339419,22637,603
339420,22638,502
339421,22639,445
339422,22640,632
339423,22641,538
339424,22642,531
339425,22643,548
339426,22644,538
339427,22645,572
339428,22646,558
339429,22647,797
339430,22648,756
339431,22649,677
339432,22650,690
339433,22651,800
339434,22652,765
339435,22653,809
339436,22654,843
339437,22655,737
339438,22656,803
339439,22657,796
339440,22658,771
339441,22659,768
339442,22660,585
339443,22661,749
339444,22662,730
339445,22663,665
339446,22664,700
339447,22665,698
339448,22666,642
339449,22667,655
339450,22668,654
339451,22669,671
339452,22670,523
339453,22671,510
339454,22672,717
339455,22673,438
339456,22674,569
339457,22675,544
339458,22676,558
339459,22677,567
339460,22678,609
339461,22679,520
339462,22680,493
339463,22681,601
339464,22682,609
339465,22683,486
339466,22684,602
339467,22685,640
339468,22686,462
339469,22687,387
339470,22688,404
339472,22689,232
339473,22690,259
339476,22691,613
339477,22692,747
339478,22693,663
339479,22694,659
339480,22695,554
339481,22696,581
339482,22697,426
339483,22698,426
339484,22699,686
339485,22700,458
339486,22701,485
339487,22702,529
339488,22703,446
339489,22704,459
339490,22705,404
339491,22706,529
339492,22707,591
339493,22708,625
339494,22709,550
339495,22710,634
339496,22711,710
339497,22712,589
339498,22713,733
339499,22714,593
339500,22715,666
339501,22716,566
339502,22717,584
339503,22718,672
339504,22719,550
339505,22720,619
339506,22721,531
339507,22722,562
339508,22723,678
339509,22724,651
339510,22725,680
339511,22726,612
339512,22727,544
339513,22728,644
339514,22729,647
339515,22730,541
339516,22731,486
339517,22732,537
339518,22733,536
339519,22734,553
339520,22735,520
339521,22736,440
339522,22737,454
339523,22738,612
339524,22739,638
339525,22740,657
339526,22741,496
339527,22742,671
339528,22743,680
339529,22744,462
339530,22745,341
339531,22746,397
339535,22747,658
339536,22748,527
339537,22749,517
339538,22750,504
339539,22751,628
339540,22752,480
339541,22753,296
339542,22754,628
339543,22755,564
339544,22756,586
339545,22757,370
339546,22758,403
339547,22759,594
339548,22760,363
339549,22761,127
339552,22762,391
339553,22763,441
339554,22764,672
339555,22765,420
339556,22766,639
339557,22767,380
339558,22768,422
339559,22769,471
339560,22770,544
339561,22771,565
339562,22772,643
339563,22773,573
339564,22774,579
339565,22775,678
339566,22776,626
339567,22777,410
339568,22778,409
339569,22779,399
339570,22780,380
339571,22781,454
339572,22782,490
339573,22783,501
339574,22784,534
339575,22785,431
339576,22786,557
339577,22787,522
339578,22788,451
339579,22789,536
339580,22790,431
339581,22791,449
339582,22792,529
339583,22793,609
339584,22794,672
339585,22795,686
339586,22796,799
339587,22797,711
339588,22798,697
339589,22799,731
339590,22800,660
339591,22801,644
339592,22802,663
339593,22803,572
339594,22804,606
339595,22805,484
339596,22806,584
339597,22807,489
339598,22808,394
339599,22809,455
339600,22810,530
339601,22811,413
339602,22812,395
339603,22813,375
339604,22814,345
339605,22815,398
339606,22816,443
339607,22817,453
339608,22818,348
339609,22819,420
339610,22820,414
339611,22821,381
339612,22822,453
339613,22823,365
339614,22824,349
339615,22825,412
339616,22826,319
339617,22827,303
339618,22828,394
339649,22829,382
339650,22830,545
339651,22831,458
339652,22832,554
339653,22833,812
339654,22834,604
339655,22835,636
339656,22836,548
339657,22837,569
339658,22838,487
339659,22839,382
339660,22840,327
339661,22841,374
339662,22842,378
339663,22843,413
339664,22844,711
339665,22845,404
339666,22846,336
339667,22847,543
339668,22848,428
339669,22849,687
339670,22850,683
339671,22851,539
339672,22852,456
339673,22853,435
339674,22854,290
339675,22855,355
339676,22856,332
339677,22857,401
339678,22858,322
339679,22859,794
339680,22860,579
339681,22861,466
339682,22862,511
339683,22863,611
339684,22864,586
339685,22865,722
339686,22866,710
339687,22867,614
339688,22868,576
339689,22869,662
339690,22870,679
339691,22871,603
339692,22872,223
339699,22873,561
339700,22874,344
339701,22875,438
339702,22876,526
339703,22877,499
339704,22878,497
339705,22879,245
339706,22880,525
339707,22881,690
339708,22882,476
339709,22883,651
339710,22884,495
339711,22885,396
339712,22886,858
339713,22887,571
339714,22888,63
339717,22889,0
339718,22890,0
339719,22891,0
339720,22892,0
339721,22893,0
339722,22894,0
339723,22895,0
339724,22896,0
339725,22897,660
339726,22898,0
339727,22899,0
339728,22900,689
339732,22901,0
339733,22902,0
339734,22903,0
339735,22904,0
339736,22905,0
339737,22906,512
339738,22907,0
339739,22908,388
339740,22909,0
339741,22910,510
339742,22911,56
339745,22912,218
339746,22913,626
339747,22914,536
339748,22915,392
339749,22916,450
339750,22917,342
339751,22918,435
339752,22919,333
339753,22920,463
339754,22921,407
339755,22922,0
339756,22923,630
339757,22924,418
339758,22925,431
339759,22926,322
339760,22927,455
339761,22928,347
339762,22929,419
339763,22930,426
339764,22931,346
339765,22932,382
339766,22933,297
339767,22934,458
339768,22935,439
339769,22936,400
339770,22937,599
339771,22938,509
339772,22939,407
339773,22940,672
339774,22941,654
339775,22942,549
339776,22943,480
339777,22944,528
339778,22945,458
339779,22946,628
339780,22947,420
339781,22948,354
339782,22949,325
339783,22950,435
339784,22951,513
339785,22952,480
339786,22953,403
339787,22954,491
339788,22955,314
339789,22956,336
339790,22957,530
339791,22958,537
339792,22959,378
339793,22960,341
339794,22961,317
339795,22962,225
339813,22963,0
339814,22964,0
339815,22965,321
339816,22966,0
339817,22967,0
339818,22968,438
339819,22969,0
339820,22970,0
339821,22971,0
339822,22972,273
339825,22973,596
339826,22974,416
339827,22975,437
339828,22976,361
339829,22977,560
339830,22978,445
339831,22979,477
339832,22980,490
339833,22981,510
339834,22982,479
339835,22983,734
339836,22984,677
339837,22985,700
339838,22986,442
339839,22987,510
339840,22988,443
339841,22989,761
339842,22990,386
339843,22991,605
339844,22992,498
339845,22993,703
339846,22994,374
339847,22995,320
339848,22996,733
339849,22997,616
339850,22998,310
339851,22999,405
339852,23000,150
339859,23001,301
339860,23002,323
339861,23003,321
339862,23004,516
339863,23005,266
339864,23006,227
339865,23007,516
339866,23008,445
339867,23009,392
339868,23010,456
339869,23011,447
339870,23012,398
339871,23013,436
339872,23014,334
339873,23015,319
339874,23016,381
339875,23017,275
339876,23018,320
339877,23019,367
339878,23020,429
339879,23021,244
339882,23022,428
339883,23023,716
339884,23024,640
339885,23025,637
339886,23026,342
339887,23027,507
339888,23028,370
339889,23029,364
339890,23030,637
339891,23031,686
339892,23032,673
339893,23033,688
339894,23034,672
339895,23035,463
339896,23036,461
339897,23037,635
339898,23038,427
339899,23039,467
339900,23040,610
339901,23041,599
339902,23042,582
